ranking,player_image,name,position,age,nation_image,nation,team_image,team,value
202,https://img.a.transfermarkt.technology/portrait/small/207929-1612367000.jpg?lm=1,Dele Alli,Attacking Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€32.00m
203,https://img.a.transfermarkt.technology/portrait/small/192635-1533288578.jpg?lm=1,Nico Elvedi,Centre-Back,24,https://tmssl.akamaized.net/images/flagge/verysmall/148.png?lm=1520611569,Switzerland,https://tmssl.akamaized.net/images/wappen/verysmall/18.png?lm=1483890536,Borussia Mönchengladbach,€32.00m
204,https://img.a.transfermarkt.technology/portrait/small/187587-1596115623.jpg?lm=1,Ante Rebic,Left Winger,27,https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569,Croatia,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,AC Milan,€32.00m
205,https://img.a.transfermarkt.technology/portrait/small/182913-1568120243.jpg?lm=1,Adrien Rabiot,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1594291454,Juventus FC,€32.00m
206,https://img.a.transfermarkt.technology/portrait/small/168157-1503067511.jpg?lm=1,Leander Dendoncker,Defensive Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/543.png?lm=1467496784,Wolverhampton Wanderers,€32.00m
207,https://img.a.transfermarkt.technology/portrait/small/161011-1599992051.jpg?lm=1,Filip Kostic,Left Midfield,28,https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569,Serbia,https://tmssl.akamaized.net/images/wappen/verysmall/24.png?lm=1403806187,Eintracht Frankfurt,€32.00m
208,https://img.a.transfermarkt.technology/portrait/small/157509-1500645606.jpg?lm=1,Kurt Zouma,Centre-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€32.00m
209,https://img.a.transfermarkt.technology/portrait/small/102226-1599988904.jpg?lm=1,Thorgan Hazard,Left Winger,28,https://tmssl.akamaized.net/images/flagge/verysmall/19.png?lm=1520611569,Belgium,https://tmssl.akamaized.net/images/wappen/verysmall/16.png?lm=1396275280,Borussia Dortmund,€32.00m
210,https://img.a.transfermarkt.technology/portrait/small/46580-1617113947.jpg?lm=1,Andrej Kramaric,Centre-Forward,29,https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569,Croatia,https://tmssl.akamaized.net/images/wappen/verysmall/533.png?lm=1458907862,TSG 1899 Hoffenheim,€32.00m
211,https://img.a.transfermarkt.technology/portrait/small/533738-1532349195.jpg?lm=1,Jonathan David,Centre-Forward,21,https://tmssl.akamaized.net/images/flagge/verysmall/80.png?lm=1520611569,Canada,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,LOSC Lille,€30.00m
212,https://img.a.transfermarkt.technology/portrait/small/517894-1599989718.jpg?lm=1,Matheus Cunha,Centre-Forward,21,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/44.png?lm=1534505742,Hertha BSC,€30.00m
213,https://img.a.transfermarkt.technology/portrait/small/476352-1554733508.jpg?lm=1,Renan Lodi,Left-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/13.png?lm=1519120744,Atlético Madrid,€30.00m
214,https://img.a.transfermarkt.technology/portrait/small/475411-1576665174.jpg?lm=1,Wesley Fofana,Centre-Back,20,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,Leicester City,€30.00m
215,https://img.a.transfermarkt.technology/portrait/small/469822-1484642412.jpg?lm=1,David Neres,Right Winger,24,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,Ajax Amsterdam,€30.00m
216,https://img.a.transfermarkt.technology/portrait/small/433188-1566301305.jpg?lm=1,Curtis Jones,Attacking Midfield,20,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/31.png?lm=1456567819,Liverpool FC,€30.00m
217,https://img.a.transfermarkt.technology/portrait/small/433049-1583307966.jpg?lm=1,Youssef En-Nesyri,Centre-Forward,23,https://tmssl.akamaized.net/images/flagge/verysmall/107.png?lm=1520611569,Morocco,https://tmssl.akamaized.net/images/wappen/verysmall/368.png?lm=1408655455,Sevilla FC,€30.00m
218,https://img.a.transfermarkt.technology/portrait/small/401530-1568189259.jpg?lm=1,Éder Militão,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/418.png?lm=1580722449,Real Madrid,€30.00m
219,https://img.a.transfermarkt.technology/portrait/small/349066-1581072119.jpg?lm=1,Alexander Isak,Centre-Forward,21,https://tmssl.akamaized.net/images/flagge/verysmall/147.png?lm=1520611569,Sweden,https://tmssl.akamaized.net/images/wappen/verysmall/681.png?lm=1614795530,Real Sociedad,€30.00m
220,https://img.a.transfermarkt.technology/portrait/small/348795-1591195792.jpg?lm=1,Giovani Lo Celso,Central Midfield,25,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/148.png?lm=1544345801,Tottenham Hotspur,€30.00m
221,https://img.a.transfermarkt.technology/portrait/small/340879-1607893995.jpeg?lm=1,Merih Demiral,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/174.png?lm=1520611569,Turkey,https://tmssl.akamaized.net/images/wappen/verysmall/506.png?lm=1594291454,Juventus FC,€30.00m
222,https://img.a.transfermarkt.technology/portrait/small/326029-1613231974.jpg?lm=1,Donyell Malen,Centre-Forward,22,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/383.png?lm=1613112580,PSV Eindhoven,€30.00m
223,https://img.a.transfermarkt.technology/portrait/small/324690-1582554839.jpg?lm=1,Jonathan Ikoné,Right Winger,23,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,LOSC Lille,€30.00m
224,https://img.a.transfermarkt.technology/portrait/small/319745-1561391851.jpg?lm=1,Dani Ceballos,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€30.00m
225,https://img.a.transfermarkt.technology/portrait/small/315969-1505839630.jpg?lm=1,Scott McTominay,Central Midfield,24,https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569,Scotland,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€30.00m
226,https://img.a.transfermarkt.technology/portrait/small/314875-1520418534.jpg?lm=1,Jarrod Bowen,Right Winger,24,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/379.png?lm=1464675260,West Ham United,€30.00m
227,https://img.a.transfermarkt.technology/portrait/small/300716-1475672770.jpg?lm=1,Kieran Tierney,Left-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/190.png?lm=1520611569,Scotland,https://tmssl.akamaized.net/images/wappen/verysmall/11.png?lm=1489787850,Arsenal FC,€30.00m
228,https://img.a.transfermarkt.technology/portrait/small/293200-1599840385.png?lm=1,Nikola Vlasic,Attacking Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/37.png?lm=1520611569,Croatia,https://tmssl.akamaized.net/images/wappen/verysmall/2410.png?lm=1409222667,CSKA Moscow,€30.00m
229,https://img.a.transfermarkt.technology/portrait/small/263727-1447228656.jpg?lm=1,Joan Jordán,Central Midfield,26,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/368.png?lm=1408655455,Sevilla FC,€30.00m
230,https://img.a.transfermarkt.technology/portrait/small/262396-1536311605.jpg?lm=1,Unai Simón,Goalkeeper,23,https://tmssl.akamaized.net/images/flagge/verysmall/157.png?lm=1520611569,Spain,https://tmssl.akamaized.net/images/wappen/verysmall/621.png?lm=1565768743,Athletic Bilbao,€30.00m
231,https://img.a.transfermarkt.technology/portrait/small/256448-1595856819.jpg?lm=1,Gianluca Mancini,Centre-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/12.png?lm=1533302889,AS Roma,€30.00m
232,https://img.a.transfermarkt.technology/portrait/small/234509-1556274335.jpg?lm=1,André Onana,Goalkeeper,25,https://tmssl.akamaized.net/images/flagge/verysmall/31.png?lm=1520611569,Cameroon,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,Ajax Amsterdam,€30.00m
233,https://img.a.transfermarkt.technology/portrait/small/228645-1532334539.jpg?lm=1,Wout Weghorst,Centre-Forward,28,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/82.png?lm=1503060755,VfL Wolfsburg,€30.00m
234,https://img.a.transfermarkt.technology/portrait/small/227081-1594716192.jpg?lm=1,Joaquín Correa,Second Striker,26,https://tmssl.akamaized.net/images/flagge/verysmall/9.png?lm=1520611569,Argentina,https://tmssl.akamaized.net/images/wappen/verysmall/398.png?lm=1601537785,SS Lazio,€30.00m
235,https://img.a.transfermarkt.technology/portrait/small/215876-1510137446.jpg?lm=1,Ricardo Pereira,Right-Back,27,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/1003.png?lm=1472229265,Leicester City,€30.00m
236,https://img.a.transfermarkt.technology/portrait/small/197747-1448981930.jpg?lm=1,Alessio Romagnoli,Centre-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,AC Milan,€30.00m
237,https://img.a.transfermarkt.technology/portrait/small/186590-1583400326.jpg?lm=1,John Stones,Centre-Back,26,https://tmssl.akamaized.net/images/flagge/verysmall/189.png?lm=1520611569,England,https://tmssl.akamaized.net/images/wappen/verysmall/281.png?lm=1467356331,Manchester City,€30.00m
238,https://img.a.transfermarkt.technology/portrait/small/181375-1533115156.jpg?lm=1,Sébastien Haller,Centre-Forward,26,https://tmssl.akamaized.net/images/flagge/verysmall/38.png?lm=1520611569,Cote d'Ivoire,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,Ajax Amsterdam,€30.00m
239,https://img.a.transfermarkt.technology/portrait/small/177843-1596099380.jpg?lm=1,Domenico Berardi,Right Winger,26,https://tmssl.akamaized.net/images/flagge/verysmall/75.png?lm=1520611569,Italy,https://tmssl.akamaized.net/images/wappen/verysmall/6574.png?lm=1601389908,US Sassuolo,€30.00m
240,https://img.a.transfermarkt.technology/portrait/small/125165-1606396675.png?lm=1,Jesús Corona,Right Midfield,28,https://tmssl.akamaized.net/images/flagge/verysmall/110.png?lm=1520611569,Mexico,https://tmssl.akamaized.net/images/wappen/verysmall/720.png?lm=1486310161,FC Porto,€30.00m
241,https://img.a.transfermarkt.technology/portrait/small/88103-1540568385.jpg?lm=1,James Rodríguez,Attacking Midfield,29,https://tmssl.akamaized.net/images/flagge/verysmall/83.png?lm=1520611569,Colombia,https://tmssl.akamaized.net/images/wappen/verysmall/29.png?lm=1445949846,Everton FC,€30.00m
242,https://img.a.transfermarkt.technology/portrait/small/520624-1554710579.jpg?lm=1,Bruno Guimarães,Central Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/1041.png?lm=1581024966,Olympique Lyon,€28.00m
243,https://img.a.transfermarkt.technology/portrait/small/478573-1537783998.jpg?lm=1,Ryan Gravenberch,Central Midfield,18,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/610.png?lm=1458894971,Ajax Amsterdam,€28.00m
244,https://img.a.transfermarkt.technology/portrait/small/463603-1614089499.jpg?lm=1,Benoît Badiashile,Centre-Back,20,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/162.png?lm=1463176069,AS Monaco,€28.00m
245,https://img.a.transfermarkt.technology/portrait/small/413507-1594710800.jpg?lm=1,Nikola Milenkovic,Centre-Back,23,https://tmssl.akamaized.net/images/flagge/verysmall/215.png?lm=1520611569,Serbia,https://tmssl.akamaized.net/images/wappen/verysmall/430.png?lm=1520933432,ACF Fiorentina,€28.00m
246,https://img.a.transfermarkt.technology/portrait/small/371149-1533115434.jpg?lm=1,Evan N'Dicka,Centre-Back,21,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/24.png?lm=1403806187,Eintracht Frankfurt,€28.00m
247,https://img.a.transfermarkt.technology/portrait/small/361093-1567759229.jpg?lm=1,Sven Botman,Centre-Back,21,https://tmssl.akamaized.net/images/flagge/verysmall/122.png?lm=1520611569,Netherlands,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,LOSC Lille,€28.00m
248,https://img.a.transfermarkt.technology/portrait/small/357164-1564668178.jpg?lm=1,Rafael Leão,Centre-Forward,21,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/5.png?lm=1605166627,AC Milan,€28.00m
249,https://img.a.transfermarkt.technology/portrait/small/272642-1557495119.png?lm=1,Allan Saint-Maximin,Left Winger,24,https://tmssl.akamaized.net/images/flagge/verysmall/50.png?lm=1520611569,France,https://tmssl.akamaized.net/images/wappen/verysmall/762.png?lm=1472921161,Newcastle United,€28.00m
250,https://img.a.transfermarkt.technology/portrait/small/258027-1540568569.jpg?lm=1,Renato Sanches,Central Midfield,23,https://tmssl.akamaized.net/images/flagge/verysmall/136.png?lm=1520611569,Portugal,https://tmssl.akamaized.net/images/wappen/verysmall/1082.png?lm=1529521041,LOSC Lille,€28.00m
251,https://img.a.transfermarkt.technology/portrait/small/255755-1542105315.png?lm=1,Alex Telles,Left-Back,28,https://tmssl.akamaized.net/images/flagge/verysmall/26.png?lm=1520611569,Brazil,https://tmssl.akamaized.net/images/wappen/verysmall/985.png?lm=1457975903,Manchester United,€28.00m
252,https://img.a.transfermarkt.technology/portrait/small/196948-1471512215.JPG?lm=1,Andreas Christensen,Centre-Back,25,https://tmssl.akamaized.net/images/flagge/verysmall/39.png?lm=1520611569,Denmark,https://tmssl.akamaized.net/images/wappen/verysmall/631.png?lm=1444558831,Chelsea FC,€28.00m
